,isHealthy,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,Black_rot,109.29026794433594,120.8724365234375,93.79289245605469,63.90383615370942,51.597122545274026,64.4088505520699,806.727717464436,0.8716844518872112,0.0728408748408276,13.924101922815375
0,Black_rot,128.4434051513672,137.41282653808594,114.80119323730469,50.9168577101326,44.83391183628078,58.03453098195859,661.4242697970727,0.8505711869057502,0.0771480813554792,13.658209115866844
0,Black_rot,105.81723022460938,117.39169311523438,101.53373718261719,63.08989403029716,52.666284054997476,65.21818163149088,225.2350985798729,0.9649955548556948,0.15577403540097517,12.69745556606929
0,Black_rot,115.00367736816406,126.78877258300781,109.58097839355469,51.001995887410374,41.57226392354988,54.90059713065525,149.451141583165,0.9637214057948346,0.1847314704796017,12.172536319186825
0,Black_rot,117.4674072265625,125.00697326660156,106.50230407714844,59.92295167681822,46.28133569034857,60.762472453448375,733.9558895316698,0.8612475085975511,0.06594451089173305,13.80727842770186
0,Black_rot,124.49122619628906,129.9202880859375,111.00679016113281,60.60540026219025,50.39162177807754,64.01094271312988,385.1329704620815,0.9355090453638006,0.09913356893246515,13.239712262071123
0,Black_rot,99.17318725585938,109.13038635253906,87.20782470703125,47.414076712312436,32.952560276391104,50.6370837339266,178.73819414407905,0.9397388338957973,0.14001933653945894,12.542306900732672
0,Black_rot,126.39630126953125,128.65599060058594,104.69819641113281,44.88029822963213,31.529998859266414,54.98902445459248,177.6598297980343,0.9348163658576242,0.14365339381218564,12.306319948367832
0,Black_rot,132.89324951171875,137.36732482910156,119.33628845214844,47.87884126374648,36.11842838467248,55.5038799323324,201.45981689734703,0.9396419258975934,0.14501594189929778,12.508234896102053
0,Black_rot,116.38948059082031,131.47108459472656,88.69503784179688,50.38304350487086,40.590281364423774,62.0574764774877,364.73210893947015,0.9056134490052661,0.09791885917657492,13.18298183362888
0,Black_rot,106.91558837890625,119.57426452636719,92.78474426269531,58.74803243190048,46.99977737610222,63.90224458185638,540.7343626399697,0.8991388533926108,0.09495392906401785,13.497747848827103
0,Black_rot,129.6050262451172,134.50030517578125,117.63749694824219,62.911188057205585,47.91256061057827,59.512153860686745,583.0514486315353,0.8980490455679118,0.07570593457422231,13.641996794845781
0,Black_rot,127.84515380859375,142.27391052246094,111.69821166992188,54.71268290448044,43.411493175763006,62.78340277913013,669.8224388906905,0.8529656308021524,0.06891265070837606,13.802207177718024
0,Black_rot,105.99050903320312,117.89486694335938,96.41117858886719,48.105651627592565,38.54271590058913,54.616148063659814,239.87527157523527,0.9339206501508237,0.1472259295839314,12.560617759869974
0,Black_rot,117.37460327148438,128.04049682617188,99.8372802734375,65.34533339093908,51.2309035320117,69.95698411028174,419.37561022202965,0.9352394917273448,0.1135353365697382,13.353510334749298
0,Black_rot,87.46800231933594,102.61921691894531,73.87998962402344,51.85795867092745,46.174407806186515,54.23773154744747,390.66447026083677,0.9141281476278926,0.10158084416722135,13.234677575274517
0,Black_rot,105.34101867675781,112.38417053222656,87.49681091308594,44.422214987678366,35.5152857446294,52.454420570513584,273.6909742046326,0.9099190038579459,0.1027190064349965,12.877500169769377
0,Black_rot,96.96194458007812,106.38356018066406,93.82737731933594,45.4755490328776,38.005128905400774,45.32877201762629,242.55818254998053,0.9255050076924676,0.11760865742782928,12.871155452650274
